0,0.8244111349036403
1,0.8449111470113085
2,0.8246656760772659
3,0.8239401496259352
4,0.8401448525607863
5,0.8430148823811809
6,0.839544513457557
7,0.8622787610619469
8,0.8103870651641353
9,0.8162962962962963
10,0.8422535211267606
11,0.8484669811320755
12,0.8581599123767798
13,0.8631078224101479
14,0.834625322997416
15,0.8419372006386375
16,0.8109072375127421
17,0.850919651500484
18,0.8203957382039574
19,0.8298279158699808
20,0.804946599213041
21,0.8321995464852607
22,0.8274665344571145
23,0.8686464877213022
24,0.8374801482265749
25,0.814954276492738
26,0.8242880171950564
27,0.8409556313993174
28,0.8448905109489051
29,0.8469101123595506
30,0.7477444965716348
31,0.8093385214007782
32,0.8751753155680224
33,0.8260553129548762
34,0.8039521580863235
35,0.7915381225209344
36,0.8560760353021045
37,0.833079268292683
38,0.8672907488986784
39,0.8417582417582418
40,0.8472622478386167
41,0.7889861039629439
42,0.8293207222699914
43,0.8439490445859873
44,0.8381696428571429
45,0.7938697318007663
46,0.8084436042848141
47,0.8637128435221537
48,0.8463969658659924
49,0.8210144927536231
50,0.852960745176314
