0,0.855379188712522
1,0.8474903474903475
2,0.7577388963660835
3,0.8029465930018416
4,0.7458563535911602
5,0.8613251155624037
6,0.8151750972762646
7,0.8563758389261745
8,0.6608247422680412
9,0.8130360205831904
10,0.7644394110985278
11,0.8393135725429017
12,0.7406417112299465
13,0.8229376257545271
14,0.8619909502262444
15,0.7406807131280388
16,0.852233676975945
17,0.7347447073474471
18,0.8076190476190476
19,0.7686567164179104
20,0.8364389233954451
21,0.8809523809523809
22,0.8228941684665226
23,0.8896321070234113
24,0.8337236533957846
25,0.7692307692307693
26,0.8005082592121983
27,0.8316100443131462
28,0.7390691114245416
29,0.8237037037037037
30,0.8778625954198473
31,0.8101092896174863
32,0.8081683168316832
33,0.7570921985815603
34,0.8317460317460318
35,0.7197802197802198
36,0.7129629629629629
37,0.8277511961722488
38,0.8438948995363215
39,0.8157894736842105
40,0.8237650200267023
41,0.6725755995828988
42,0.7800632911392406
43,0.9063670411985019
44,0.8776167471819646
45,0.7555147058823529
46,0.722753346080306
47,0.8127721335268505
48,0.6936708860759494
49,0.8031496062992126
50,0.7169811320754716
