0,0.8819637055234171
1,0.45235118601123503
2,0.7678599554485521
3,0.8598665110293017
4,0.3512094833996763
5,0.8713509380376308
6,0.8292354111831547
7,0.8280568613014668
8,0.8174844895657079
9,0.8133288379411103
10,0.8571680790960452
11,0.6303161948016686
12,0.6174053639591286
13,0.879484418119405
14,0.879484418119405
15,0.879484418119405
16,0.8546367793687683
17,0.8546367793687683
18,0.8546367793687683
19,0.8430717249990819
20,0.8430717249990819
21,0.8430717249990819
22,0.8685654629654416
23,0.8685654629654416
24,0.8685654629654416
25,0.8547788705023261
26,0.8547788705023261
27,0.8547788705023261
28,0.8527674907416675
29,0.8309463010251286
30,0.8495220110940634
